FlightID,Airline,FlightNumber,Origin,Destination,ScheduledDeparture,ActualDeparture,ScheduledArrival,ActualArrival,DelayMinutes,DelayReason,Cancelled,Diverted,AircraftType,TailNumber,Distance
1736521,Southwest,1916,DFW,SEA,2024-09-01 16:12,2024-09-01 16:38,2024-09-01 20:12,2024-09-01 20:15,3,Maintenance,True,False,Airbus A320,N34537,669
1736522,Southwest,7380,LAX,MIA,2024-09-01 20:10,2024-09-01 20:33,2024-09-02 02:10,2024-09-02 02:03,-7,,True,False,Airbus A320,N99976,2056
1736523,United,3824,LAX,SEA,2024-09-01 08:52,2024-09-01 08:54,2024-09-01 14:52,2024-09-01 14:52,0,,False,False,Airbus A320,N54837,1076
1736524,American Airlines,6476,ORD,MIA,2024-09-01 09:52,2024-09-01 10:07,2024-09-01 12:52,2024-09-01 13:17,25,Maintenance,False,False,Airbus A320,N54327,1903
1736525,Delta,9101,ATL,BOS,2024-09-01 11:17,2024-09-01 11:20,2024-09-01 15:17,2024-09-01 15:37,20,Maintenance,True,True,Airbus A320,N11548,845
1736526,Delta,7087,ATL,MIA,2024-09-01 07:14,2024-09-01 07:27,2024-09-01 11:14,2024-09-01 11:17,3,Weather,False,True,Airbus A320,N86958,1577
1736527,United,9213,LAX,SFO,2024-09-01 21:55,2024-09-01 22:06,2024-09-02 02:55,2024-09-02 03:06,11,Weather,True,True,Airbus A320,N23816,178
1736528,Southwest,7132,ORD,BOS,2024-09-01 07:15,2024-09-01 07:40,2024-09-01 11:15,2024-09-01 11:36,21,Weather,True,True,Boeing 737,N36861,2796
1736529,United,6657,ORD,SEA,2024-09-01 16:44,2024-09-01 16:59,2024-09-01 22:44,2024-09-01 23:07,23,Weather,True,True,Boeing 737,N50393,2126
1736530,Southwest,9331,DFW,SFO,2024-09-01 23:11,2024-09-01 23:18,2024-09-02 01:11,2024-09-02 01:17,6,Maintenance,False,True,Boeing 777,N73099,1349
1736531,Delta,8187,ATL,JFK,2024-09-01 16:22,2024-09-01 16:28,2024-09-01 21:22,2024-09-01 21:23,1,Weather,False,False,Boeing 737,N62425,2871
1736532,Southwest,4202,LAX,JFK,2024-09-01 08:47,2024-09-01 08:54,2024-09-01 10:47,2024-09-01 10:40,-7,,False,True,Boeing 777,N45621,1356
1736533,American Airlines,2365,JFK,JFK,2024-09-01 12:04,2024-09-01 12:15,2024-09-01 16:04,2024-09-01 16:14,10,Weather,True,False,Boeing 737,N99321,701
1736534,United,4933,JFK,MIA,2024-09-01 19:58,2024-09-01 20:25,2024-09-01 22:58,2024-09-01 22:56,-2,,False,True,Boeing 777,N36866,220
1736535,American Airlines,6833,ATL,BOS,2024-09-01 13:22,2024-09-01 13:35,2024-09-01 18:22,2024-09-01 18:20,-2,,True,True,Boeing 777,N38734,2798
1736536,Delta,8381,ORD,JFK,2024-09-01 01:28,2024-09-01 01:33,2024-09-01 07:28,2024-09-01 07:24,-4,,False,True,Boeing 737,N11746,1984
1736537,United,7301,ORD,SEA,2024-09-01 10:36,2024-09-01 10:49,2024-09-01 11:36,2024-09-01 11:52,16,Air Traffic Control,False,False,Boeing 737,N70831,2069
1736538,Southwest,7854,DFW,JFK,2024-09-01 16:42,2024-09-01 16:48,2024-09-01 19:42,2024-09-01 19:55,13,Air Traffic Control,False,False,Airbus A320,N87013,1917
1736539,Delta,4943,DFW,MIA,2024-09-01 02:00,2024-09-01 02:24,2024-09-01 03:00,2024-09-01 03:27,27,Maintenance,True,True,Boeing 777,N68413,621
1736540,Delta,8699,ORD,SEA,2024-09-01 16:45,2024-09-01 16:48,2024-09-01 22:45,2024-09-01 22:35,-10,,True,True,Boeing 737,N31959,946
1736541,United,8350,DFW,SEA,2024-09-01 09:19,2024-09-01 09:34,2024-09-01 10:19,2024-09-01 10:34,15,Weather,True,True,Airbus A320,N55551,2453
1736542,Southwest,9901,ORD,JFK,2024-09-01 09:15,2024-09-01 09:27,2024-09-01 15:15,2024-09-01 15:37,22,Air Traffic Control,False,False,Boeing 777,N66725,170
1736543,Delta,3955,ORD,MIA,2024-09-01 04:07,2024-09-01 04:11,2024-09-01 07:07,2024-09-01 07:25,18,Air Traffic Control,True,False,Airbus A320,N40375,1354
1736544,Delta,1346,LAX,JFK,2024-09-01 10:13,2024-09-01 10:17,2024-09-01 13:13,2024-09-01 13:10,-3,,False,False,Boeing 737,N46616,495
1736545,Southwest,2766,ORD,SFO,2024-09-01 10:20,2024-09-01 10:21,2024-09-01 14:20,2024-09-01 14:25,5,Weather,False,False,Boeing 777,N75292,776
1736546,United,7428,JFK,SFO,2024-09-01 03:50,2024-09-01 04:00,2024-09-01 09:50,2024-09-01 09:55,5,Maintenance,True,False,Boeing 737,N51636,527
1736547,American Airlines,7240,ATL,JFK,2024-09-01 22:11,2024-09-01 22:33,2024-09-02 04:11,2024-09-02 04:35,24,Weather,True,False,Airbus A320,N80999,2392
1736548,American Airlines,9618,ORD,SEA,2024-09-01 07:38,2024-09-01 08:05,2024-09-01 13:38,2024-09-01 13:38,0,,True,False,Airbus A320,N88485,1781
1736549,Delta,7722,LAX,MIA,2024-09-01 20:13,2024-09-01 20:30,2024-09-02 01:13,2024-09-02 01:05,-8,,True,False,Boeing 737,N52409,2239
1736550,American Airlines,3518,JFK,SFO,2024-09-01 18:56,2024-09-01 19:24,2024-09-01 22:56,2024-09-01 22:58,2,Weather,False,False,Boeing 737,N44885,932
1736551,United,0350,DFW,BOS,2024-09-01 00:22,2024-09-01 00:26,2024-09-01 04:22,2024-09-01 04:46,24,Maintenance,True,True,Boeing 777,N17235,1502
1736552,Delta,9282,DFW,BOS,2024-09-01 07:29,2024-09-01 07:58,2024-09-01 10:29,2024-09-01 10:25,-4,,False,True,Airbus A320,N54989,846
1736553,Southwest,9614,LAX,MIA,2024-09-01 13:18,2024-09-01 13:20,2024-09-01 17:18,2024-09-01 17:42,24,Weather,False,False,Boeing 737,N94319,1129
1736554,Southwest,1003,ORD,SEA,2024-09-01 18:21,2024-09-01 18:27,2024-09-01 19:21,2024-09-01 19:36,15,Maintenance,False,False,Airbus A320,N40538,2517
1736555,Delta,4761,ORD,BOS,2024-09-01 00:06,2024-09-01 00:08,2024-09-01 05:06,2024-09-01 05:11,5,Air Traffic Control,True,True,Boeing 737,N79187,212
1736556,Delta,4590,JFK,BOS,2024-09-01 07:48,2024-09-01 08:05,2024-09-01 09:48,2024-09-01 10:14,26,Weather,True,False,Boeing 737,N88865,1035
1736557,Delta,9183,ORD,BOS,2024-09-01 16:54,2024-09-01 17:13,2024-09-01 21:54,2024-09-01 22:19,25,Maintenance,False,True,Boeing 737,N71450,2663
1736558,Southwest,6091,ATL,SEA,2024-09-01 19:52,2024-09-01 20:14,2024-09-01 22:52,2024-09-01 23:06,14,Weather,False,True,Airbus A320,N20989,270
1736559,Delta,8754,LAX,SFO,2024-09-01 19:00,2024-09-01 19:28,2024-09-01 21:00,2024-09-01 20:51,-9,,True,False,Boeing 777,N30723,2712
1736560,Delta,3866,LAX,MIA,2024-09-01 19:08,2024-09-01 19:30,2024-09-01 21:08,2024-09-01 21:24,16,Air Traffic Control,False,False,Boeing 737,N43176,2069
1736561,American Airlines,1777,ORD,SEA,2024-09-01 13:11,2024-09-01 13:29,2024-09-01 18:11,2024-09-01 18:02,-9,,False,True,Boeing 777,N53795,1523
1736562,Delta,4497,DFW,JFK,2024-09-01 20:16,2024-09-01 20:18,2024-09-01 22:16,2024-09-01 22:28,12,Air Traffic Control,True,True,Boeing 737,N55821,2012
1736563,United,9583,JFK,JFK,2024-09-01 14:41,2024-09-01 14:53,2024-09-01 20:41,2024-09-01 20:35,-6,,True,True,Airbus A320,N42737,669
1736564,Southwest,1943,JFK,BOS,2024-09-01 19:19,2024-09-01 19:29,2024-09-02 00:19,2024-09-02 00:18,-1,,True,False,Boeing 737,N23735,2496
1736565,American Airlines,0328,JFK,SEA,2024-09-01 07:50,2024-09-01 08:11,2024-09-01 10:50,2024-09-01 11:07,17,Air Traffic Control,True,False,Boeing 777,N39439,1897
1736566,Southwest,0841,ORD,MIA,2024-09-01 12:12,2024-09-01 12:21,2024-09-01 17:12,2024-09-01 17:24,12,Weather,False,True,Boeing 777,N62754,1165
1736567,Southwest,3094,ORD,MIA,2024-09-01 07:45,2024-09-01 08:07,2024-09-01 11:45,2024-09-01 11:55,10,Maintenance,False,True,Airbus A320,N76491,2726
1736568,United,3889,DFW,MIA,2024-09-01 08:58,2024-09-01 08:59,2024-09-01 13:58,2024-09-01 13:52,-6,,True,False,Boeing 737,N38765,289
1736569,American Airlines,5585,ATL,MIA,2024-09-01 02:16,2024-09-01 02:36,2024-09-01 06:16,2024-09-01 06:33,17,Air Traffic Control,False,False,Boeing 737,N85935,1325
1736570,American Airlines,6609,ATL,SEA,2024-09-01 05:30,2024-09-01 05:34,2024-09-01 06:30,2024-09-01 06:51,21,Maintenance,False,False,Boeing 777,N16222,237
1736571,United,0461,LAX,SFO,2024-09-01 03:33,2024-09-01 03:40,2024-09-01 09:33,2024-09-01 09:59,26,Maintenance,True,False,Boeing 777,N94294,675
1736572,Southwest,5266,ATL,SFO,2024-09-01 20:44,2024-09-01 20:58,2024-09-01 22:44,2024-09-01 22:34,-10,,True,True,Boeing 737,N27062,520
1736573,United,5379,DFW,JFK,2024-09-01 09:29,2024-09-01 09:45,2024-09-01 11:29,2024-09-01 11:37,8,Maintenance,False,False,Boeing 737,N28403,1877
1736574,Southwest,7326,DFW,SFO,2024-09-01 03:14,2024-09-01 03:35,2024-09-01 06:14,2024-09-01 06:38,24,Air Traffic Control,True,False,Boeing 737,N81361,1172
1736575,American Airlines,7123,JFK,SFO,2024-09-01 21:58,2024-09-01 21:58,2024-09-01 23:58,2024-09-02 00:02,4,Maintenance,False,True,Airbus A320,N53580,201
1736576,American Airlines,2032,LAX,BOS,2024-09-01 19:29,2024-09-01 19:45,2024-09-02 00:29,2024-09-02 00:42,13,Maintenance,True,False,Airbus A320,N44670,1126
1736577,Delta,5337,JFK,SEA,2024-09-01 11:51,2024-09-01 11:52,2024-09-01 12:51,2024-09-01 13:09,18,Maintenance,False,False,Boeing 737,N69293,2330
1736578,American Airlines,4150,DFW,SFO,2024-09-01 04:23,2024-09-01 04:48,2024-09-01 10:23,2024-09-01 10:48,25,Weather,False,False,Airbus A320,N36021,1422
1736579,Delta,2882,JFK,SFO,2024-09-01 10:34,2024-09-01 10:53,2024-09-01 12:34,2024-09-01 12:46,12,Maintenance,False,False,Boeing 737,N91713,2075
1736580,Delta,4428,ATL,BOS,2024-09-01 00:07,2024-09-01 00:32,2024-09-01 01:07,2024-09-01 01:15,8,Air Traffic Control,True,True,Boeing 777,N30405,2551
1736581,Delta,9387,DFW,SFO,2024-09-01 17:32,2024-09-01 17:45,2024-09-01 20:32,2024-09-01 20:27,-5,,False,False,Boeing 737,N36475,2209
1736582,American Airlines,8860,ORD,SEA,2024-09-01 05:46,2024-09-01 05:51,2024-09-01 07:46,2024-09-01 08:16,30,Air Traffic Control,False,True,Airbus A320,N23597,379
1736583,United,4968,LAX,JFK,2024-09-01 23:37,2024-09-02 00:01,2024-09-02 01:37,2024-09-02 01:59,22,Maintenance,True,True,Airbus A320,N79074,1256
1736584,United,0402,ATL,MIA,2024-09-01 18:01,2024-09-01 18:20,2024-09-02 00:01,2024-09-02 00:09,8,Maintenance,False,False,Airbus A320,N68852,558
1736585,Delta,7621,JFK,SEA,2024-09-01 16:47,2024-09-01 16:56,2024-09-01 20:47,2024-09-01 21:06,19,Air Traffic Control,False,False,Boeing 737,N32655,491
1736586,Delta,8756,DFW,SFO,2024-09-01 23:16,2024-09-01 23:29,2024-09-02 03:16,2024-09-02 03:09,-7,,True,True,Airbus A320,N79549,1107
1736587,Southwest,2115,ORD,SFO,2024-09-01 13:10,2024-09-01 13:28,2024-09-01 14:10,2024-09-01 14:23,13,Air Traffic Control,False,False,Airbus A320,N16888,2478
1736588,Southwest,0416,DFW,BOS,2024-09-01 17:49,2024-09-01 18:16,2024-09-01 18:49,2024-09-01 18:53,4,Weather,False,False,Boeing 737,N25994,2077
1736589,Southwest,7298,JFK,SFO,2024-09-01 17:17,2024-09-01 17:26,2024-09-01 23:17,2024-09-01 23:22,5,Air Traffic Control,False,False,Boeing 777,N29381,1017
1736590,American Airlines,9601,DFW,MIA,2024-09-01 02:33,2024-09-01 02:55,2024-09-01 08:33,2024-09-01 08:35,2,Maintenance,False,True,Boeing 777,N80753,2641
1736591,Southwest,4727,ATL,MIA,2024-09-01 21:09,2024-09-01 21:31,2024-09-02 02:09,2024-09-02 02:35,26,Weather,True,True,Boeing 777,N34548,2052
1736592,American Airlines,4164,ORD,BOS,2024-09-01 15:17,2024-09-01 15:26,2024-09-01 16:17,2024-09-01 16:10,-7,,True,False,Airbus A320,N33169,1240
1736593,American Airlines,5765,JFK,SEA,2024-09-01 20:07,2024-09-01 20:15,2024-09-01 23:07,2024-09-01 23:29,22,Air Traffic Control,True,True,Boeing 777,N22855,1485
1736594,United,3298,ORD,MIA,2024-09-01 03:03,2024-09-01 03:19,2024-09-01 07:03,2024-09-01 07:20,17,Air Traffic Control,True,True,Boeing 737,N98184,368
1736595,American Airlines,9413,DFW,JFK,2024-09-01 15:16,2024-09-01 15:44,2024-09-01 19:16,2024-09-01 19:33,17,Air Traffic Control,True,False,Boeing 737,N84420,901
1736596,Delta,5343,ATL,SFO,2024-09-01 12:19,2024-09-01 12:33,2024-09-01 15:19,2024-09-01 15:45,26,Maintenance,True,False,Boeing 737,N15752,243
1736597,United,2137,LAX,JFK,2024-09-01 11:29,2024-09-01 11:59,2024-09-01 17:29,2024-09-01 17:20,-9,,True,True,Boeing 737,N25409,2662
1736598,American Airlines,6760,JFK,SFO,2024-09-01 23:42,2024-09-02 00:04,2024-09-02 04:42,2024-09-02 04:51,9,Maintenance,True,True,Boeing 737,N31669,114
1736599,Southwest,6155,DFW,MIA,2024-09-01 22:47,2024-09-01 22:55,2024-09-01 23:47,2024-09-01 23:59,12,Maintenance,False,True,Boeing 737,N82028,2421
1736600,Southwest,9790,LAX,MIA,2024-09-01 07:47,2024-09-01 07:50,2024-09-01 10:47,2024-09-01 11:06,19,Weather,True,False,Boeing 737,N86802,2414
1736601,Delta,2559,ORD,SEA,2024-09-01 19:28,2024-09-01 19:30,2024-09-01 23:28,2024-09-01 23:32,4,Maintenance,True,False,Airbus A320,N61742,937
1736602,American Airlines,5986,ORD,JFK,2024-09-01 02:33,2024-09-01 02:45,2024-09-01 08:33,2024-09-01 08:54,21,Air Traffic Control,False,False,Airbus A320,N28058,1019
1736603,United,5691,DFW,JFK,2024-09-01 14:25,2024-09-01 14:27,2024-09-01 19:25,2024-09-01 19:16,-9,,False,False,Boeing 737,N59462,1465
1736604,Southwest,2668,ATL,JFK,2024-09-01 21:42,2024-09-01 21:44,2024-09-02 01:42,2024-09-02 02:02,20,Weather,False,False,Boeing 737,N34255,1224
1736605,Delta,3595,ATL,BOS,2024-09-01 00:49,2024-09-01 00:56,2024-09-01 05:49,2024-09-01 06:17,28,Air Traffic Control,True,True,Boeing 777,N34362,478
1736606,Southwest,2265,LAX,MIA,2024-09-01 21:54,2024-09-01 22:12,2024-09-01 23:54,2024-09-02 00:19,25,Maintenance,False,False,Boeing 777,N44423,2801
1736607,Southwest,7529,LAX,SEA,2024-09-01 02:45,2024-09-01 03:10,2024-09-01 08:45,2024-09-01 09:03,18,Maintenance,False,False,Airbus A320,N97937,1294
1736608,Southwest,5875,JFK,BOS,2024-09-01 08:30,2024-09-01 08:59,2024-09-01 11:30,2024-09-01 11:29,-1,,False,False,Boeing 777,N54724,1628
1736609,United,2312,DFW,SFO,2024-09-01 19:39,2024-09-01 19:53,2024-09-01 21:39,2024-09-01 21:55,16,Maintenance,True,False,Boeing 777,N11237,997
1736610,Southwest,5034,ATL,BOS,2024-09-01 05:36,2024-09-01 06:04,2024-09-01 08:36,2024-09-01 08:41,5,Maintenance,False,False,Boeing 737,N69189,796
1736611,Delta,7796,ORD,BOS,2024-09-01 19:19,2024-09-01 19:43,2024-09-01 23:19,2024-09-01 23:39,20,Weather,False,True,Airbus A320,N58648,1103
1736612,Southwest,4564,LAX,MIA,2024-09-01 04:15,2024-09-01 04:20,2024-09-01 10:15,2024-09-01 10:31,16,Weather,False,True,Boeing 777,N94314,2080
1736613,Delta,2364,DFW,JFK,2024-09-01 05:23,2024-09-01 05:53,2024-09-01 08:23,2024-09-01 08:43,20,Air Traffic Control,False,True,Airbus A320,N65257,287
1736614,American Airlines,6294,DFW,SEA,2024-09-01 15:26,2024-09-01 15:51,2024-09-01 18:26,2024-09-01 18:34,8,Maintenance,True,False,Airbus A320,N30754,1521
1736615,United,8261,ORD,SFO,2024-09-01 11:32,2024-09-01 11:39,2024-09-01 16:32,2024-09-01 16:34,2,Weather,False,False,Boeing 737,N22559,1531
1736616,Southwest,5829,JFK,SEA,2024-09-01 04:05,2024-09-01 04:22,2024-09-01 09:05,2024-09-01 08:58,-7,,True,True,Boeing 737,N21557,965
1736617,Southwest,1874,ATL,MIA,2024-09-01 04:31,2024-09-01 04:43,2024-09-01 09:31,2024-09-01 09:58,27,Weather,True,True,Boeing 737,N97809,975
1736618,United,9393,JFK,JFK,2024-09-01 19:48,2024-09-01 20:01,2024-09-01 23:48,2024-09-01 23:39,-9,,False,False,Airbus A320,N93673,2852
1736619,Delta,6481,ATL,MIA,2024-09-01 23:00,2024-09-01 23:10,2024-09-02 03:00,2024-09-02 02:56,-4,,True,True,Boeing 777,N91746,675
1736620,Delta,2242,ATL,SEA,2024-09-01 18:00,2024-09-01 18:16,2024-09-01 23:00,2024-09-01 23:15,15,Air Traffic Control,True,True,Airbus A320,N55878,1821
1736621,American Airlines,8078,LAX,SFO,2024-09-01 23:02,2024-09-01 23:12,2024-09-02 00:02,2024-09-01 23:56,-6,,True,False,Airbus A320,N84084,911
1736622,United,6434,DFW,JFK,2024-09-01 13:54,2024-09-01 14:12,2024-09-01 14:54,2024-09-01 15:04,10,Air Traffic Control,False,False,Boeing 737,N79906,1119
1736623,American Airlines,2559,ORD,BOS,2024-09-01 13:24,2024-09-01 13:53,2024-09-01 18:24,2024-09-01 18:36,12,Maintenance,True,True,Boeing 737,N87935,1791
1736624,Delta,5069,ATL,SEA,2024-09-01 07:14,2024-09-01 07:44,2024-09-01 10:14,2024-09-01 10:05,-9,,True,True,Boeing 737,N16847,1280
1736625,American Airlines,9460,ORD,SEA,2024-09-01 19:47,2024-09-01 20:06,2024-09-01 23:47,2024-09-02 00:06,19,Air Traffic Control,False,True,Boeing 777,N10971,184
1736626,American Airlines,8120,JFK,BOS,2024-09-01 04:58,2024-09-01 05:24,2024-09-01 07:58,2024-09-01 08:20,22,Air Traffic Control,False,True,Boeing 737,N86262,1066
1736627,American Airlines,6492,LAX,JFK,2024-09-01 16:38,2024-09-01 16:54,2024-09-01 22:38,2024-09-01 22:47,9,Weather,False,False,Boeing 737,N50626,238
1736628,Delta,6687,DFW,JFK,2024-09-01 14:50,2024-09-01 15:19,2024-09-01 16:50,2024-09-01 16:48,-2,,False,False,Airbus A320,N76175,879
1736629,Southwest,6770,JFK,MIA,2024-09-01 06:42,2024-09-01 06:48,2024-09-01 12:42,2024-09-01 12:38,-4,,False,False,Airbus A320,N47757,2632
1736630,Delta,5128,ATL,BOS,2024-09-01 13:14,2024-09-01 13:39,2024-09-01 19:14,2024-09-01 19:11,-3,,True,False,Airbus A320,N32430,1656
1736631,American Airlines,8282,DFW,SEA,2024-09-01 11:05,2024-09-01 11:16,2024-09-01 17:05,2024-09-01 17:14,9,Air Traffic Control,True,False,Boeing 737,N27026,1101
1736632,American Airlines,2084,LAX,SFO,2024-09-01 02:37,2024-09-01 02:58,2024-09-01 05:37,2024-09-01 05:44,7,Weather,False,True,Boeing 737,N42407,2503
1736633,United,9969,DFW,BOS,2024-09-01 00:22,2024-09-01 00:49,2024-09-01 04:22,2024-09-01 04:41,19,Maintenance,True,True,Airbus A320,N72355,2975
1736634,Delta,1068,LAX,MIA,2024-09-01 23:13,2024-09-01 23:13,2024-09-02 03:13,2024-09-02 03:19,6,Weather,False,True,Boeing 777,N18179,2093
1736635,Southwest,7228,LAX,SFO,2024-09-01 11:10,2024-09-01 11:30,2024-09-01 14:10,2024-09-01 14:27,17,Weather,True,True,Boeing 777,N17433,2994
1736636,Southwest,6089,ORD,SFO,2024-09-01 18:38,2024-09-01 19:04,2024-09-01 19:38,2024-09-01 19:50,12,Maintenance,True,False,Airbus A320,N92969,1360
1736637,Delta,1550,JFK,JFK,2024-09-01 14:03,2024-09-01 14:14,2024-09-01 18:03,2024-09-01 18:30,27,Maintenance,True,True,Boeing 737,N85919,1903
1736638,United,4611,DFW,MIA,2024-09-01 08:42,2024-09-01 09:11,2024-09-01 09:42,2024-09-01 09:42,0,,True,False,Boeing 737,N70993,1352
1736639,Delta,8366,JFK,JFK,2024-09-01 11:33,2024-09-01 11:49,2024-09-01 16:33,2024-09-01 16:32,-1,,False,True,Boeing 777,N92806,2902
1736640,Southwest,4217,ORD,JFK,2024-09-01 18:39,2024-09-01 18:50,2024-09-01 23:39,2024-09-01 23:51,12,Air Traffic Control,False,False,Boeing 737,N52109,262
1736641,Delta,4888,ATL,BOS,2024-09-01 16:37,2024-09-01 17:07,2024-09-01 20:37,2024-09-01 20:58,21,Maintenance,True,False,Boeing 737,N50466,584
1736642,Delta,4000,ATL,MIA,2024-09-01 09:46,2024-09-01 09:54,2024-09-01 15:46,2024-09-01 16:15,29,Air Traffic Control,True,False,Airbus A320,N77584,832
1736643,Delta,5679,JFK,MIA,2024-09-01 02:42,2024-09-01 02:52,2024-09-01 06:42,2024-09-01 06:35,-7,,False,True,Boeing 777,N60099,1727
1736644,United,8662,JFK,SEA,2024-09-01 01:05,2024-09-01 01:07,2024-09-01 02:05,2024-09-01 01:55,-10,,False,False,Boeing 777,N28696,1091
1736645,United,8256,LAX,SEA,2024-09-01 17:02,2024-09-01 17:29,2024-09-01 18:02,2024-09-01 18:30,28,Maintenance,True,True,Airbus A320,N93036,1774
1736646,American Airlines,8802,ORD,SFO,2024-09-01 10:43,2024-09-01 10:44,2024-09-01 16:43,2024-09-01 16:52,9,Air Traffic Control,True,True,Boeing 737,N66591,499
1736647,American Airlines,2730,JFK,SEA,2024-09-01 17:09,2024-09-01 17:13,2024-09-01 23:09,2024-09-01 23:10,1,Air Traffic Control,True,True,Boeing 737,N91834,767
1736648,Delta,4644,DFW,SEA,2024-09-01 02:41,2024-09-01 02:59,2024-09-01 05:41,2024-09-01 05:44,3,Air Traffic Control,False,False,Airbus A320,N47521,884
1736649,Delta,1806,DFW,BOS,2024-09-01 17:41,2024-09-01 18:10,2024-09-01 20:41,2024-09-01 20:31,-10,,True,False,Airbus A320,N34346,2381
1736650,Delta,1490,DFW,SFO,2024-09-01 11:30,2024-09-01 11:58,2024-09-01 15:30,2024-09-01 15:40,10,Air Traffic Control,False,False,Airbus A320,N95797,319
1736651,Delta,1768,LAX,BOS,2024-09-01 23:08,2024-09-01 23:34,2024-09-02 04:08,2024-09-02 03:58,-10,,False,False,Boeing 777,N75927,685
1736652,Delta,9480,ORD,MIA,2024-09-01 21:06,2024-09-01 21:08,2024-09-02 03:06,2024-09-02 03:03,-3,,False,False,Airbus A320,N73374,1309
1736653,Southwest,1901,ORD,JFK,2024-09-01 08:50,2024-09-01 09:16,2024-09-01 10:50,2024-09-01 10:57,7,Air Traffic Control,False,True,Boeing 737,N81834,2338
1736654,Delta,8917,JFK,MIA,2024-09-01 13:49,2024-09-01 13:59,2024-09-01 19:49,2024-09-01 20:07,18,Air Traffic Control,False,True,Boeing 737,N31555,2916
1736655,Delta,6886,ORD,SEA,2024-09-01 10:33,2024-09-01 10:39,2024-09-01 11:33,2024-09-01 11:53,20,Maintenance,True,True,Boeing 737,N82939,1498
1736656,Delta,3614,ATL,MIA,2024-09-01 15:21,2024-09-01 15:24,2024-09-01 16:21,2024-09-01 16:40,19,Air Traffic Control,True,False,Boeing 777,N51890,1376
1736657,American Airlines,0924,ORD,SFO,2024-09-01 15:49,2024-09-01 15:51,2024-09-01 17:49,2024-09-01 18:16,27,Air Traffic Control,True,False,Airbus A320,N96604,1838
1736658,Southwest,7306,LAX,JFK,2024-09-01 03:58,2024-09-01 04:06,2024-09-01 04:58,2024-09-01 05:07,9,Air Traffic Control,True,False,Boeing 777,N81743,1674
1736659,American Airlines,0886,DFW,SEA,2024-09-01 01:46,2024-09-01 02:02,2024-09-01 04:46,2024-09-01 04:53,7,Weather,False,True,Boeing 777,N34313,2451
1736660,Delta,6008,JFK,SEA,2024-09-01 05:01,2024-09-01 05:23,2024-09-01 10:01,2024-09-01 10:31,30,Maintenance,True,True,Boeing 777,N85831,1311
1736661,Delta,0964,DFW,MIA,2024-09-01 16:58,2024-09-01 17:00,2024-09-01 21:58,2024-09-01 22:08,10,Maintenance,False,False,Boeing 737,N34011,1219
1736662,United,6003,ATL,BOS,2024-09-01 19:24,2024-09-01 19:49,2024-09-01 21:24,2024-09-01 21:50,26,Maintenance,False,False,Airbus A320,N16428,2424
1736663,American Airlines,3627,DFW,SEA,2024-09-01 20:45,2024-09-01 21:10,2024-09-02 01:45,2024-09-02 01:35,-10,,True,False,Boeing 737,N77984,1409
1736664,Delta,4673,ORD,MIA,2024-09-01 06:27,2024-09-01 06:30,2024-09-01 09:27,2024-09-01 09:43,16,Weather,True,False,Boeing 737,N27116,722
1736665,Southwest,4621,JFK,MIA,2024-09-01 23:23,2024-09-01 23:32,2024-09-02 05:23,2024-09-02 05:37,14,Maintenance,False,True,Boeing 777,N75028,1214
1736666,United,0876,DFW,BOS,2024-09-01 10:27,2024-09-01 10:49,2024-09-01 12:27,2024-09-01 12:33,6,Maintenance,True,True,Airbus A320,N94988,1281
1736667,Delta,7927,DFW,JFK,2024-09-01 20:06,2024-09-01 20:09,2024-09-02 01:06,2024-09-02 01:24,18,Maintenance,True,False,Boeing 777,N33108,2304
1736668,United,4552,ORD,JFK,2024-09-01 20:08,2024-09-01 20:34,2024-09-02 02:08,2024-09-02 02:15,7,Maintenance,True,False,Airbus A320,N94910,2549
1736669,American Airlines,4462,ATL,BOS,2024-09-01 21:31,2024-09-01 21:37,2024-09-01 23:31,2024-09-01 23:54,23,Weather,False,True,Airbus A320,N85627,212
1736670,American Airlines,7373,ORD,MIA,2024-09-01 02:14,2024-09-01 02:39,2024-09-01 06:14,2024-09-01 06:06,-8,,True,False,Boeing 737,N77624,2665
1736671,American Airlines,9960,ORD,SEA,2024-09-01 17:14,2024-09-01 17:25,2024-09-01 19:14,2024-09-01 19:31,17,Air Traffic Control,False,False,Airbus A320,N39461,2772
1736672,Southwest,6361,JFK,SEA,2024-09-01 18:57,2024-09-01 19:17,2024-09-01 23:57,2024-09-02 00:01,4,Air Traffic Control,True,False,Airbus A320,N70058,1759
1736673,American Airlines,3877,ATL,SEA,2024-09-01 20:25,2024-09-01 20:50,2024-09-01 21:25,2024-09-01 21:18,-7,,False,True,Boeing 777,N55152,2173
1736674,American Airlines,0725,ORD,SFO,2024-09-01 00:47,2024-09-01 01:14,2024-09-01 01:47,2024-09-01 02:15,28,Weather,False,False,Airbus A320,N30158,2347
1736675,Southwest,4440,LAX,MIA,2024-09-01 23:45,2024-09-02 00:08,2024-09-02 04:45,2024-09-02 04:42,-3,,True,False,Boeing 777,N31031,1815
1736676,United,2514,JFK,BOS,2024-09-01 22:15,2024-09-01 22:37,2024-09-02 03:15,2024-09-02 03:43,28,Weather,False,True,Boeing 737,N63313,475
1736677,Southwest,3892,JFK,JFK,2024-09-01 02:29,2024-09-01 02:37,2024-09-01 04:29,2024-09-01 04:53,24,Weather,True,False,Airbus A320,N92385,2128
